   0.00000000         0.00000000    
  0.200000003        0.165557772    
  0.400000006        0.278155953    
  0.600000024        0.352901548    
  0.800000012        0.398531169    
   1.00000000        0.420735478    
   1.20000005        0.423654109    
   1.39999998        0.410604030    
   1.60000002        0.384451389    
   1.80000007        0.347802699    
   2.00000000        0.303099126    
   2.20000005        0.252655119    
   2.40000010        0.198665619    
   2.60000014        0.143194795    
   2.79999995         8.81547928E-02
   3.00000000         3.52800004E-02
   3.20000005        -1.38986176E-02
   3.40000010        -5.80775440E-02
   3.60000014        -9.62001160E-02
   3.79999995       -0.127470374    
   4.00000000       -0.151360497    
   4.20000029       -0.167610735    
   4.40000010       -0.176222607    
   4.59999990       -0.177444816    
   4.80000019       -0.171752512    
   5.00000000       -0.159820721    
   5.20000029       -0.142492652    
   5.40000010       -0.120744444    
   5.59999990        -9.56464708E-02
   5.80000019        -6.83238283E-02
   6.00000000        -3.99164967E-02
   6.20000029        -1.15401549E-02
   6.40000010         1.57499053E-02
   6.59999990         4.09922712E-02
   6.80000019         6.33478835E-02
   7.00000000         8.21233243E-02
   7.20000029         9.67887789E-02
   7.40000010        0.106989071    
   7.59999990        0.112548791    
   7.80000019        0.113470837    
   8.00000000        0.109928697    
   8.19999981        0.102253333    
   8.40000057         9.09147337E-02
   8.60000038         7.64996633E-02
   8.80000019         5.96854091E-02
   9.00000000         4.12118509E-02
   9.19999981         2.18519699E-02
   9.40000057         2.38219718E-03
   9.60000038        -1.64459571E-02
   9.80000019        -3.39332670E-02
   10.0000000        -4.94564660E-02
   10.1999998        -6.24888018E-02
   10.4000006        -7.26163834E-02
   10.6000004        -7.95496181E-02
   10.8000002        -8.31301957E-02
   11.0000000        -8.33325163E-02
   11.1999998        -8.02604780E-02
   11.4000006        -7.41393715E-02
   11.6000004        -6.53038323E-02
   11.8000002        -5.41816354E-02
   12.0000000        -4.12748419E-02
   12.1999998        -2.71385964E-02
   12.4000006        -1.23584773E-02
   12.6000004         2.47231079E-03
   12.8000002         1.67760868E-02
   13.0000000         3.00119314E-02
   13.1999998         4.16953079E-02
   13.4000006         5.14150187E-02
   13.6000004         5.88467121E-02
   13.8000002         6.37632236E-02
   14.0000000         6.60404935E-02
   14.1999998         6.56596497E-02
   14.4000006         6.27050400E-02
   14.6000004         5.73583953E-02
   14.8000002         4.98893633E-02
   15.0000000         4.06429917E-02
   15.1999998         3.00246179E-02
   15.4000006         1.84827913E-02
   15.6000004         6.49116049E-03
   15.8000002        -5.47065726E-03
   16.0000000        -1.69354882E-02
   16.2000008        -2.74664331E-02
   16.3999996        -3.66727822E-02
   16.6000004        -4.42245640E-02
   16.8000011        -4.98633422E-02
   17.0000000        -5.34109697E-02
   17.2000008        -5.47747314E-02
   17.3999996        -5.39488830E-02
   17.6000004        -5.10131381E-02
   17.8000011        -4.61277440E-02
   18.0000000        -3.95256430E-02
   18.2000008        -3.15016769E-02
   18.3999996        -2.24003084E-02
   18.6000004        -1.26006780E-02
   18.8000011        -2.50174222E-03
   19.0000000         7.49386009E-03
   19.2000008         1.69958230E-02
   19.3999996         2.56404635E-02
   19.6000004         3.31050456E-02
   19.8000011         3.91189605E-02
   20.0000000         4.34735827E-02
